Quality_assessment	SampleType	MAG_ID	n_contigs	contig_bp	ctg_N50	ctg_L50	gc_avg	Completeness	Contamination	quality_score
High-quality	Rumen	ruminal_MAG_446	750	2201783	209	3395	0.39298	83.43	3.53	65.78
High-quality	Rumen	ruminal_MAG_447	45	2043795	7	117690	0.32093	96.63	2.25	85.38
High-quality	Rumen	ruminal_MAG_448	104	2944522	23	41873	0.48613	89.43	0.19	88.48
High-quality	Rumen	ruminal_MAG_449	225	2632387	47	17280	0.61126	85.74	2.82	71.64
High-quality	Rumen	ruminal_MAG_45	48	1458322	11	51614	0.45635	96.63	0.0	96.63
High-quality	Rumen	ruminal_MAG_450	146	2240689	34	22094	0.47025	94.91	0.95	90.16
High-quality	Rumen	ruminal_MAG_451	93	2609812	21	48862	0.54840	95.17	0.67	91.82
High-quality	Rumen	ruminal_MAG_452	336	2553642	66	10676	0.54091	84.74	1.76	75.94
High-quality	Rumen	ruminal_MAG_453	725	2341135	193	3866	0.39251	85.78	3.35	69.03
High-quality	Rumen	ruminal_MAG_454	148	2738867	17	43733	0.56001	91.76	3.08	76.36
High-quality	Rumen	ruminal_MAG_455	391	3724830	42	20539	0.48772	96.24	7.56	58.44
High-quality	Rumen	ruminal_MAG_456	45	2361591	5	154192	0.61283	93.89	2.02	83.79
High-quality	Rumen	ruminal_MAG_457	178	2183128	20	38017	0.49563	91.7	4.58	68.8
High-quality	Rumen	ruminal_MAG_458	275	1412645	64	6592	0.47149	86.06	0.1	85.56
High-quality	Rumen	ruminal_MAG_459	236	2102036	54	11523	0.47791	83.12	3.8	64.12
High-quality	Rumen	ruminal_MAG_46	70	3470203	13	82998	0.48595	100.0	0.02	99.9
High-quality	Rumen	ruminal_MAG_460	159	2060582	26	20929	0.56132	90.63	1.25	84.38
High-quality	Rumen	ruminal_MAG_461	260	3960596	44	26220	0.53546	94.65	2.1	84.15
High-quality	Rumen	ruminal_MAG_462	144	1954754	31	21552	0.62097	87.74	1.14	82.04
High-quality	Rumen	ruminal_MAG_463	127	1436938	18	22048	0.35983	90.36	6.74	56.66
High-quality	Rumen	ruminal_MAG_464	255	2471481	48	15222	0.38852	96.14	1.9	86.64
High-quality	Rumen	ruminal_MAG_465	83	2188560	15	43016	0.35092	96.44	2.13	85.79
High-quality	Rumen	ruminal_MAG_466	453	4054466	73	14056	0.44954	100.0	2.03	89.85
High-quality	Rumen	ruminal_MAG_467	132	2974278	5	193199	0.50668	96.4	2.69	82.95
High-quality	Rumen	ruminal_MAG_468	131	2074157	25	26352	0.45817	80.48	1.71	71.93
High-quality	Rumen	ruminal_MAG_469	139	2241373	24	25948	0.35953	88.31	7.55	50.56
High-quality	Rumen	ruminal_MAG_47	55	2236271	13	64389	0.51226	89.67	0.87	85.32
High-quality	Rumen	ruminal_MAG_470	118	2130796	24	31222	0.57125	85.83	3.49	68.38
High-quality	Rumen	ruminal_MAG_471	125	2304177	22	28654	0.46576	92.86	3.36	76.06
High-quality	Rumen	ruminal_MAG_472	136	2082113	28	24730	0.47541	88.79	1.27	82.44
High-quality	Rumen	ruminal_MAG_473	125	2134651	27	24601	0.57644	94.22	0.71	90.67
High-quality	Rumen	ruminal_MAG_474	158	2432816	30	24141	0.37251	93.12	2.24	81.92
High-quality	Rumen	ruminal_MAG_475	225	1484655	63	8064	0.55639	80.02	0.95	75.27
High-quality	Rumen	ruminal_MAG_476	34	3055600	7	121995	0.47924	99.05	0.58	96.15
High-quality	Rumen	ruminal_MAG_477	172	1749115	38	14541	0.59579	86.61	2.62	73.51
High-quality	Rumen	ruminal_MAG_478	257	1733602	61	9011	0.68436	93.41	0.55	90.66
High-quality	Rumen	ruminal_MAG_479	81	2295521	16	42140	0.44760	90.11	2.17	79.26
High-quality	Rumen	ruminal_MAG_48	96	2949166	21	48742	0.46200	94.15	1.38	87.25
High-quality	Rumen	ruminal_MAG_480	80	1999712	14	43841	0.57798	88.0	0.67	84.65
High-quality	Rumen	ruminal_MAG_481	164	1527397	34	14214	0.29525	83.68	0.14	82.98
High-quality	Rumen	ruminal_MAG_482	205	2333734	39	16511	0.40599	85.48	0.54	82.78
High-quality	Rumen	ruminal_MAG_483	103	1682193	22	24142	0.42383	84.41	0.27	83.06
High-quality	Rumen	ruminal_MAG_484	145	1892634	37	16749	0.54367	85.74	0.95	80.99
High-quality	Rumen	ruminal_MAG_485	144	2036599	30	21915	0.59110	86.4	5.67	58.05
High-quality	Rumen	ruminal_MAG_486	71	1987081	15	42767	0.52413	94.33	2.36	82.53
High-quality	Rumen	ruminal_MAG_487	233	2803305	52	17580	0.50466	86.16	4.07	65.81
High-quality	Rumen	ruminal_MAG_488	157	1819242	35	16539	0.51711	89.97	0.78	86.07
High-quality	Rumen	ruminal_MAG_489	166	2152140	41	17476	0.48727	91.77	1.27	85.42
High-quality	Rumen	ruminal_MAG_49	389	2419505	94	7770	0.58783	88.38	0.78	84.48
High-quality	Rumen	ruminal_MAG_490	94	2364791	17	41828	0.58206	84.54	3.23	68.39
High-quality	Rumen	ruminal_MAG_491	139	1743547	30	17537	0.48881	80.86	0.0	80.86
High-quality	Rumen	ruminal_MAG_492	308	1616741	70	7228	0.37486	86.46	2.08	76.06
High-quality	Rumen	ruminal_MAG_493	182	1153526	37	9806	0.43082	82.12	3.24	65.92
High-quality	Rumen	ruminal_MAG_494	81	2351574	9	101837	0.59886	94.86	2.3	83.36
High-quality	Rumen	ruminal_MAG_495	43	1572931	5	132896	0.50712	81.8	0.97	76.95
High-quality	Rumen	ruminal_MAG_496	85	1170363	16	24211	0.41727	92.31	2.56	79.51
High-quality	Rumen	ruminal_MAG_497	352	1454184	89	4974	0.45790	87.15	3.43	70
High-quality	Rumen	ruminal_MAG_5	357	1239757	81	4392	0.36990	93.45	3.37	76.6
High-quality	Rumen	ruminal_MAG_50	22	2403496	6	138096	0.52021	97.58	0.54	94.88
High-quality	Rumen	ruminal_MAG_51	242	3278205	44	24577	0.52563	97.59	2.69	84.14
High-quality	Rumen	ruminal_MAG_52	61	1445965	10	40870	0.36826	94.0	0.0	94
High-quality	Rumen	ruminal_MAG_53	125	3088210	23	36209	0.55544	85.83	0.38	83.93
High-quality	Rumen	ruminal_MAG_54	550	2658910	148	6099	0.62076	88.1	5.37	61.25
High-quality	Rumen	ruminal_MAG_55	75	2758795	11	58030	0.46715	91.92	0.88	87.52
High-quality	Rumen	ruminal_MAG_56	259	2227654	59	12255	0.58255	87.91	2.06	77.61
High-quality	Rumen	ruminal_MAG_57	132	2661800	28	29842	0.39073	97.89	1.13	92.24
High-quality	Rumen	ruminal_MAG_58	145	1018204	28	10358	0.36876	82.96	0.56	80.16
High-quality	Rumen	ruminal_MAG_59	129	1997529	25	26057	0.35075	86.16	2.0	76.16
High-quality	Rumen	ruminal_MAG_6	78	1506000	14	31750	0.36832	96.63	2.25	85.38
High-quality	Rumen	ruminal_MAG_60	159	2700177	27	26987	0.48894	96.04	1.49	88.59
High-quality	Rumen	ruminal_MAG_61	279	4427745	43	27647	0.53749	94.34	2.1	83.84
High-quality	Rumen	ruminal_MAG_62	119	3015062	24	44853	0.54067	91.89	1.07	86.54
High-quality	Rumen	ruminal_MAG_63	143	3816110	26	44555	0.52651	94.26	2.96	79.46
High-quality	Rumen	ruminal_MAG_64	165	3406620	32	32462	0.54241	96.39	2.74	82.69
High-quality	Rumen	ruminal_MAG_65	78	3458169	13	87174	0.50023	93.35	0.0	93.35
High-quality	Rumen	ruminal_MAG_66	467	2502784	125	6566	0.40083	86.49	5.04	61.29
High-quality	Rumen	ruminal_MAG_67	95	3482890	15	79082	0.48791	94.05	1.1	88.55
High-quality	Rumen	ruminal_MAG_68	133	2758176	17	52126	0.56034	92.31	1.11	86.76
High-quality	Rumen	ruminal_MAG_69	122	3285007	19	57616	0.49655	91.21	3.3	74.71
High-quality	Rumen	ruminal_MAG_7	39	1866771	9	78055	0.32124	96.77	0.0	96.77
High-quality	Rumen	ruminal_MAG_70	57	2115635	12	62774	0.49588	95.41	0.71	91.86
High-quality	Rumen	ruminal_MAG_71	23	1613747	5	154001	0.37202	93.55	0.0	93.55
High-quality	Rumen	ruminal_MAG_72	215	2276432	47	16553	0.53736	90.7	1.22	84.6
High-quality	Rumen	ruminal_MAG_73	291	2448687	72	11280	0.48857	88.71	0.56	85.91
High-quality	Rumen	ruminal_MAG_74	144	2508773	26	33070	0.44980	89.44	0.0	89.44
High-quality	Rumen	ruminal_MAG_75	94	2197355	21	33548	0.50436	96.77	2.69	83.32
High-quality	Rumen	ruminal_MAG_76	333	1840865	82	6806	0.50949	83.67	0.67	80.32
High-quality	Rumen	ruminal_MAG_77	353	3434558	52	18929	0.45783	93.96	0.67	90.61
High-quality	Rumen	ruminal_MAG_78	300	3321615	48	20532	0.50223	91.28	1.79	82.33
High-quality	Rumen	ruminal_MAG_79	73	2370138	13	56465	0.52188	95.7	1.08	90.3
High-quality	Rumen	ruminal_MAG_8	71	3398767	14	70899	0.48593	100.0	0.02	99.9
High-quality	Rumen	ruminal_MAG_80	111	2440730	16	49253	0.40852	99.11	0.0	99.11
High-quality	Rumen	ruminal_MAG_81	232	2354009	50	13978	0.54983	95.3	2.53	82.65
High-quality	Rumen	ruminal_MAG_82	113	2560550	21	39690	0.59238	88.1	0.77	84.25
High-quality	Rumen	ruminal_MAG_83	148	2300083	32	22707	0.37479	97.31	1.52	89.71
High-quality	Rumen	ruminal_MAG_84	847	2066518	251	2696	0.39437	80.06	4.16	59.26
High-quality	Rumen	ruminal_MAG_85	257	3221651	38	23707	0.51575	93.49	1.64	85.29
High-quality	Rumen	ruminal_MAG_86	199	2507787	30	26374	0.34581	97.1	5.07	71.75
High-quality	Rumen	ruminal_MAG_87	341	1547461	65	6314	0.36663	89.74	3.69	71.29
High-quality	Rumen	ruminal_MAG_88	279	1561457	59	7483	0.52302	94.57	2.25	83.32
High-quality	Rumen	ruminal_MAG_89	660	3394342	181	5839	0.42125	89.33	3.91	69.78
High-quality	Rumen	ruminal_MAG_9	357	2496630	86	9059	0.61768	88.04	5.07	62.69
High-quality	Rumen	ruminal_MAG_90	54	2695185	11	86813	0.51057	92.87	0.4	90.87
High-quality	Rumen	ruminal_MAG_91	71	2398927	15	49402	0.49268	90.08	2.35	78.33
High-quality	Rumen	ruminal_MAG_92	455	2983016	112	8228	0.59931	80.96	4.96	56.16
High-quality	Rumen	ruminal_MAG_93	246	4684732	48	31381	0.42574	94.81	5.06	69.51
High-quality	Rumen	ruminal_MAG_94	330	2962274	72	12596	0.47453	95.56	2.48	83.16
High-quality	Rumen	ruminal_MAG_95	289	1922746	70	8788	0.61682	84.65	2.51	72.1
High-quality	Rumen	ruminal_MAG_96	253	2506284	50	14103	0.42929	91.68	1.95	81.93
High-quality	Rumen	ruminal_MAG_97	200	3158694	39	23119	0.61559	96.31	0.84	92.11
High-quality	Rumen	ruminal_MAG_98	681	2602183	179	4679	0.59281	88.44	4.16	67.64
High-quality	Rumen	ruminal_MAG_99	647	2533140	147	4972	0.49323	84.69	4.76	60.89
Medium-quality	Feces	fecal_MAG_487	296	1605664	73	7073	0.27272	71.33	2.21	60.28
Medium-quality	Feces	fecal_MAG_488	578	1986445	141	4096	0.39318	75.21	4.09	54.76
Medium-quality	Feces	fecal_MAG_489	901	1823165	265	2169	0.53942	73.91	9.62	25.81
Medium-quality	Feces	fecal_MAG_490	269	1051671	89	4222	0.41500	67.82	4.42	45.72
Medium-quality	Feces	fecal_MAG_491	412	2090132	105	6050	0.33573	73.24	8.84	29.04
Medium-quality	Feces	fecal_MAG_492	458	1883810	115	4956	0.47849	74.89	1.61	66.84
Medium-quality	Feces	fecal_MAG_493	666	1492400	189	2512	0.48664	68.41	1.86	59.11
Medium-quality	Feces	fecal_MAG_494	698	1234922	236	1769	0.44812	50.69	0.19	49.74
Medium-quality	Feces	fecal_MAG_495	57	1460618	8	67467	0.36428	54.03	0.81	49.98
Medium-quality	Feces	fecal_MAG_496	312	1422762	73	5757	0.48702	63.08	0.75	59.33
Medium-quality	Feces	fecal_MAG_497	32	1327874	5	104685	0.30015	75.28	1.12	69.68
Medium-quality	Feces	fecal_MAG_498	24	986538	5	57555	0.52525	51.59	1.34	44.89
Medium-quality	Feces	fecal_MAG_499	775	1543010	240	2098	0.44011	55.79	2.15	45.04
Medium-quality	Feces	fecal_MAG_500	634	1982534	162	3869	0.54060	79.36	5.31	52.81
Medium-quality	Feces	fecal_MAG_501	34	1322037	4	138556	0.48937	51.77	0.0	51.77
Medium-quality	Feces	fecal_MAG_502	369	2097683	80	6772	0.35343	77.94	4.18	57.04
Medium-quality	Feces	fecal_MAG_503	726	1475375	217	2180	0.40749	68.1	3.0	53.1
Medium-quality	Feces	fecal_MAG_504	657	1881756	167	3418	0.41497	72.2	6.83	38.05
Medium-quality	Feces	fecal_MAG_505	183	2169476	19	32896	0.43145	75.09	2.39	63.14
Medium-quality	Feces	fecal_MAG_506	335	1748183	83	6394	0.37704	72.64	1.7	64.14
Medium-quality	Feces	fecal_MAG_507	529	1548540	145	3316	0.39427	78.55	3.92	58.95
Medium-quality	Feces	fecal_MAG_508	114	1145122	21	17776	0.36554	66.91	3.24	50.71
Medium-quality	Feces	fecal_MAG_509	234	1918221	52	11057	0.40116	74.84	1.16	69.04
Medium-quality	Feces	fecal_MAG_510	520	2746256	142	6326	0.49863	66.86	1.42	59.76
Medium-quality	Feces	fecal_MAG_511	237	1530593	65	7879	0.29164	65.33	0.19	64.38
Medium-quality	Feces	fecal_MAG_512	611	1143615	201	1992	0.31777	53.51	1.09	48.06
Medium-quality	Feces	fecal_MAG_513	820	1902840	240	2578	0.34692	69.92	6.59	36.97
Medium-quality	Feces	fecal_MAG_514	425	3495084	67	15328	0.36736	51.89	7.57	14.04
Medium-quality	Feces	fecal_MAG_515	292	596619	90	2189	0.50166	50.37	0.28	48.97
Medium-quality	Feces	fecal_MAG_516	438	1200661	112	3250	0.52900	76.6	1.69	68.15
Medium-quality	Feces	fecal_MAG_517	546	1624304	147	3497	0.48939	76.75	1.72	68.15
Medium-quality	Feces	fecal_MAG_518	627	1746565	154	3318	0.51866	79.13	2.32	67.53
Medium-quality	Feces	fecal_MAG_519	1054	2802538	264	3033	0.48149	79.62	9.09	34.17
Medium-quality	Feces	fecal_MAG_520	673	1503204	195	2470	0.51779	66.58	4.58	43.68
Medium-quality	Feces	fecal_MAG_521	595	1382343	182	2574	0.32274	65.66	2.28	54.26
Medium-quality	Feces	fecal_MAG_522	655	1648527	177	2776	0.50748	73.24	2.0	63.24
Medium-quality	Feces	fecal_MAG_523	581	1360939	172	2522	0.45556	69.54	0.82	65.44
Medium-quality	Feces	fecal_MAG_524	589	1492597	176	2849	0.46189	78.4	1.91	68.85
Medium-quality	Feces	fecal_MAG_525	669	1619830	189	2740	0.44686	70.39	1.11	64.84
Medium-quality	Feces	fecal_MAG_526	745	1339156	247	1865	0.58209	62.17	2.04	51.97
Medium-quality	Feces	fecal_MAG_527	657	1500832	193	2578	0.57782	73.54	3.37	56.69
Medium-quality	Feces	fecal_MAG_528	57	1295978	11	32532	0.49772	66.19	0.84	61.99
Medium-quality	Feces	fecal_MAG_529	29	1279940	6	65020	0.43914	74.05	0.0	74.05
Medium-quality	Feces	fecal_MAG_530	514	966331	165	1911	0.45672	57.08	3.79	38.13
Medium-quality	Feces	fecal_MAG_531	722	1579040	217	2481	0.33812	60.58	9.87	11.23
Medium-quality	Feces	fecal_MAG_532	387	1789450	85	5887	0.45318	76.75	2.68	63.35
Medium-quality	Feces	fecal_MAG_533	1171	2126652	401	1918	0.50936	52.58	4.61	29.53
Medium-quality	Feces	fecal_MAG_534	347	1135085	90	3361	0.35546	52.23	5.57	24.38
Medium-quality	Feces	fecal_MAG_535	251	1586957	65	8088	0.51029	74.04	1.84	64.84
Medium-quality	Feces	fecal_MAG_536	110	2302559	16	32867	0.57737	73.86	3.23	57.71
Medium-quality	Feces	fecal_MAG_537	448	2397559	108	6558	0.46594	76.03	3.73	57.38
Medium-quality	Feces	fecal_MAG_538	208	908545	50	5131	0.29192	62.34	0.81	58.29
Medium-quality	Feces	fecal_MAG_539	605	1468505	177	2737	0.47980	78.56	1.13	72.91
Medium-quality	Feces	fecal_MAG_540	480	937643	158	2091	0.42785	61.52	0.38	59.62
Medium-quality	Feces	fecal_MAG_541	475	1087651	143	2616	0.53013	65.47	1.85	56.22
Medium-quality	Feces	fecal_MAG_542	502	1519037	139	3624	0.38458	68.42	2.8	54.42
Medium-quality	Feces	fecal_MAG_543	601	1296671	177	2332	0.49342	64.07	1.87	54.72
Medium-quality	Feces	fecal_MAG_544	348	2466542	64	11888	0.43513	77.23	6.81	43.18
Medium-quality	Feces	fecal_MAG_545	135	1314643	25	15405	0.32736	64.13	2.4	52.13
Medium-quality	Feces	fecal_MAG_546	555	1029238	180	1864	0.45152	54.19	1.34	47.49
Medium-quality	Feces	fecal_MAG_547	322	2364548	64	10353	0.55913	84.25	7.93	44.6
Medium-quality	Feces	fecal_MAG_548	188	1364964	45	8835	0.52721	79.71	5.41	52.66
Medium-quality	Feces	fecal_MAG_549	767	1571923	240	2222	0.44654	64.63	3.03	49.48
Medium-quality	Feces	fecal_MAG_550	502	1254856	142	2847	0.48105	63.1	1.68	54.7
Medium-quality	Feces	fecal_MAG_551	540	1373432	163	2926	0.34075	67.71	3.26	51.41
Medium-quality	Feces	fecal_MAG_552	585	2135301	155	4215	0.44607	74.61	2.47	62.26
Medium-quality	Feces	fecal_MAG_553	296	538707	99	1909	0.43766	50.58	0.0	50.58
Medium-quality	Feces	fecal_MAG_554	283	1237683	78	4765	0.44873	68.82	2.16	58.02
Medium-quality	Feces	fecal_MAG_555	86	1547571	20	25485	0.56775	64.86	1.07	59.51
Medium-quality	Feces	fecal_MAG_556	67	953310	10	26785	0.29583	59.43	0.0	59.43
Medium-quality	Feces	fecal_MAG_557	43	1600958	8	56810	0.37857	75.77	0.0	75.77
Medium-quality	Feces	fecal_MAG_558	144	1090909	37	9605	0.36584	64.02	0.7	60.52
Medium-quality	Feces	fecal_MAG_559	242	1933539	42	14049	0.33670	82.39	9.6	34.39
Medium-quality	Feces	fecal_MAG_560	440	1705124	117	4840	0.38028	69.8	3.69	51.35
Medium-quality	Feces	fecal_MAG_561	243	1788696	54	9986	0.39313	76.46	2.77	62.61
Medium-quality	Feces	fecal_MAG_562	624	1760805	170	3325	0.51249	77.73	3.16	61.93
Medium-quality	Feces	fecal_MAG_563	95	1692360	20	26936	0.28482	68.67	2.67	55.32
Medium-quality	Feces	fecal_MAG_564	592	1142292	197	2103	0.46994	57.22	2.01	47.17
Medium-quality	Feces	fecal_MAG_565	697	1330211	226	2049	0.47292	53.57	0.67	50.22
Medium-quality	Feces	fecal_MAG_566	141	1384438	24	17463	0.45772	64.49	0.21	63.44
Medium-quality	Feces	fecal_MAG_567	636	1893537	179	3137	0.61004	56.64	6.81	22.59
Medium-quality	Feces	fecal_MAG_568	336	1850744	84	6750	0.43231	76.2	3.64	58
Medium-quality	Feces	fecal_MAG_569	45	1086847	10	44170	0.50612	55.08	0.0	55.08
Medium-quality	Feces	fecal_MAG_570	472	1444515	124	3523	0.48457	72.43	2.65	59.18
Medium-quality	Feces	fecal_MAG_571	169	2007444	32	20614	0.56351	73.64	4.57	50.79
Medium-quality	Feces	fecal_MAG_572	386	1722729	103	5159	0.41597	67.73	6.9	33.23
Medium-quality	Feces	fecal_MAG_573	705	2128270	200	3512	0.58196	67.94	1.77	59.09
Medium-quality	Feces	fecal_MAG_574	771	1729324	220	2508	0.58729	69.92	3.99	49.97
Medium-quality	Feces	fecal_MAG_575	789	1698349	235	2278	0.58905	72.46	4.24	51.26
Medium-quality	Feces	fecal_MAG_576	711	1810753	203	2941	0.48695	72.61	1.44	65.41
Medium-quality	Feces	fecal_MAG_577	55	986863	9	38142	0.54650	54.48	6.71	20.93
Medium-quality	Feces	fecal_MAG_578	92	1463448	8	57113	0.38709	57.86	0.67	54.51
Medium-quality	Feces	fecal_MAG_579	116	1342876	27	15279	0.50657	61.35	0.0	61.35
Medium-quality	Feces	fecal_MAG_580	326	993460	86	3847	0.32078	75.5	2.3	64
Medium-quality	Feces	fecal_MAG_581	357	829428	104	2585	0.38421	61.08	4.19	40.13
Medium-quality	Feces	fecal_MAG_582	111	1331567	17	25769	0.36926	61.47	2.94	46.77
Medium-quality	Feces	fecal_MAG_583	605	1259560	196	2182	0.42697	57.08	1.63	48.93
Medium-quality	Feces	fecal_MAG_584	623	1354487	192	2380	0.49313	67.72	2.64	54.52
Medium-quality	Feces	fecal_MAG_585	514	2290681	131	5321	0.46740	77.59	2.11	67.04
Medium-quality	Feces	fecal_MAG_586	192	3723582	29	39549	0.42129	96.79	9.92	47.19
Medium-quality	Feces	fecal_MAG_587	219	3724180	23	48240	0.39236	95.17	9.42	48.07
Medium-quality	Feces	fecal_MAG_588	265	1691285	61	8814	0.36985	77.59	1.68	69.19
Medium-quality	Feces	fecal_MAG_589	265	3854640	37	29811	0.37974	96.78	9.81	47.73
Medium-quality	Feces	fecal_MAG_590	53	1159127	9	38695	0.36495	63.75	0.0	63.75
Medium-quality	Feces	fecal_MAG_591	1077	2598515	274	2727	0.53728	68.78	1.41	61.73
Medium-quality	Feces	fecal_MAG_592	760	1907061	206	2807	0.49415	76.0	2.26	64.7
Medium-quality	Feces	fecal_MAG_593	700	1969967	173	3289	0.57949	77.71	3.36	60.91
Medium-quality	Feces	fecal_MAG_594	333	1394459	101	4455	0.43669	51.7	1.71	43.15
Medium-quality	Feces	fecal_MAG_595	480	2677510	110	6973	0.39861	73.91	5.82	44.81
Medium-quality	Feces	fecal_MAG_596	614	1090050	204	1857	0.42239	50.88	0.88	46.48
Medium-quality	Feces	fecal_MAG_597	917	2919216	255	3498	0.45414	73.6	5.83	44.45
Medium-quality	Feces	fecal_MAG_598	255	1251008	76	5549	0.40045	52.09	0.9	47.59
Medium-quality	Feces	fecal_MAG_599	357	1978944	99	6687	0.55466	74.87	0.0	74.87
Medium-quality	Feces	fecal_MAG_600	391	2335031	92	7395	0.57777	75.91	1.28	69.51
Medium-quality	Feces	fecal_MAG_601	281	1167392	89	4546	0.47429	64.47	2.57	51.62
Medium-quality	Feces	fecal_MAG_602	301	1300501	84	4591	0.42172	65.74	1.01	60.69
Medium-quality	Feces	fecal_MAG_603	261	1395956	74	6015	0.56698	74.04	2.03	63.89
Medium-quality	Feces	fecal_MAG_604	525	1453531	120	3242	0.41566	93.79	9.13	48.14
Medium-quality	Feces	fecal_MAG_605	427	911210	136	2314	0.33005	71.93	6.62	38.83
Medium-quality	Feces	fecal_MAG_606	754	1889576	200	2746	0.39408	65.88	5.55	38.13
Medium-quality	Feces	fecal_MAG_607	235	1364967	39	9382	0.32455	66.36	0.81	62.31
Medium-quality	Feces	fecal_MAG_608	702	1459168	218	2177	0.52718	53.5	1.93	43.85
Medium-quality	Feces	fecal_MAG_609	737	1647539	214	2560	0.39297	70.76	5.37	43.91
Medium-quality	Feces	fecal_MAG_610	707	1649306	214	2509	0.42663	67.44	1.87	58.09
Medium-quality	Feces	fecal_MAG_611	583	1885346	151	3896	0.43728	78.67	1.57	70.82
Medium-quality	Feces	fecal_MAG_612	96	1588857	18	31518	0.41546	71.16	1.75	62.41
Medium-quality	Feces	fecal_MAG_613	350	2103899	85	7228	0.45747	69.38	5.41	42.33
Medium-quality	Feces	fecal_MAG_614	452	3124877	107	8679	0.42428	84.81	9.6	36.81
Medium-quality	Feces	fecal_MAG_615	663	1483586	190	2431	0.51942	69.09	3.05	53.84
Medium-quality	Feces	fecal_MAG_616	430	789166	144	1894	0.43867	54.93	0.29	53.48
Medium-quality	Feces	fecal_MAG_617	498	1732432	134	3619	0.46073	51.1	3.66	32.8
Medium-quality	Feces	fecal_MAG_618	162	2131872	19	27605	0.38284	64.87	7.54	27.17
Medium-quality	Feces	fecal_MAG_619	45	2434187	9	109858	0.43915	76.07	0.93	71.42
Medium-quality	Feces	fecal_MAG_620	25	1535284	4	109178	0.28131	78.65	1.12	73.05
Medium-quality	Feces	fecal_MAG_621	286	1220383	83	4571	0.41278	74.19	5.06	48.89
Medium-quality	Feces	fecal_MAG_622	127	2659553	10	74773	0.35014	91.23	8.85	46.98
Medium-quality	Feces	fecal_MAG_623	975	2278098	288	2628	0.47742	80.4	8.32	38.8
Medium-quality	Feces	fecal_MAG_624	69	1862343	13	42678	0.44024	75.62	0.0	75.62
Medium-quality	Feces	fecal_MAG_625	538	1480336	138	2903	0.41712	59.26	3.28	42.86
Medium-quality	Feces	fecal_MAG_626	457	2007342	105	5690	0.52536	79.0	2.26	67.7
Medium-quality	Feces	fecal_MAG_627	579	1497984	161	2965	0.32175	70.35	0.58	67.45
Medium-quality	Feces	fecal_MAG_628	620	2853917	122	6278	0.32371	83.82	8.03	43.67
Medium-quality	Feces	fecal_MAG_629	399	1983387	105	6234	0.59304	76.3	1.14	70.6
Medium-quality	Feces	fecal_MAG_630	835	1885026	232	2565	0.57516	61.59	2.68	48.19
Medium-quality	Feces	fecal_MAG_631	327	1810727	76	7055	0.48961	77.96	0.74	74.26
Medium-quality	Feces	fecal_MAG_632	669	2596367	164	4542	0.57595	69.91	0.99	64.96
Medium-quality	Feces	fecal_MAG_633	942	1799559	295	2028	0.48591	65.36	5.59	37.41
Medium-quality	Feces	fecal_MAG_634	165	2186177	11	52650	0.25981	70.67	7.33	34.02
Medium-quality	Feces	fecal_MAG_635	212	1636297	39	12042	0.44480	77.5	3.85	58.25
Medium-quality	Feces	fecal_MAG_636	524	1881015	144	4081	0.33509	74.32	3.2	58.32
Medium-quality	Feces	fecal_MAG_637	550	1879369	139	4039	0.39216	76.98	2.43	64.83
Medium-quality	Feces	fecal_MAG_638	522	1336550	147	2871	0.32509	71.17	1.98	61.27
Medium-quality	Feces	fecal_MAG_639	789	1731053	241	2390	0.53290	70.38	3.13	54.73
Medium-quality	Feces	fecal_MAG_640	632	1760356	156	3321	0.51568	79.97	1.47	72.62
Medium-quality	Feces	fecal_MAG_641	612	1526422	176	2808	0.49157	74.98	2.12	64.38
Medium-quality	Feces	fecal_MAG_642	499	1627074	134	3808	0.33532	77.88	3.47	60.53
Medium-quality	Feces	fecal_MAG_643	455	1122199	131	2937	0.52722	79.65	1.77	70.8
Medium-quality	Feces	fecal_MAG_644	236	988492	71	4398	0.41651	61.97	3.31	45.42
Medium-quality	Feces	fecal_MAG_645	566	1910943	157	3998	0.38176	79.39	2.6	66.39
Medium-quality	Feces	fecal_MAG_646	644	1257667	208	2002	0.42912	55.8	1.07	50.45
Medium-quality	Feces	fecal_MAG_647	68	1881623	14	45081	0.42285	71.88	4.07	51.53
Medium-quality	Feces	fecal_MAG_648	793	1610416	257	2183	0.47591	56.86	3.57	39.01
Medium-quality	Feces	fecal_MAG_649	887	2092771	254	2612	0.57238	77.68	5.96	47.88
Medium-quality	Feces	fecal_MAG_650	345	3375035	52	15948	0.36741	77.79	5.25	51.54
Medium-quality	Feces	fecal_MAG_651	195	3420357	20	55391	0.35761	72.68	6.9	38.18
Medium-quality	Feces	fecal_MAG_652	408	1863654	113	4857	0.43267	69.3	1.71	60.75
Medium-quality	Feces	fecal_MAG_653	25	1618137	5	139889	0.59016	69.46	0.0	69.46
Medium-quality	Feces	fecal_MAG_654	293	1199196	87	4442	0.56789	59.77	5.82	30.67
Medium-quality	Feces	fecal_MAG_655	442	980877	131	2430	0.39179	66.08	1.97	56.23
Medium-quality	Feces	fecal_MAG_656	444	2730201	70	8640	0.35707	95.75	9.26	49.45
Medium-quality	Feces	fecal_MAG_657	264	1247683	58	6551	0.48601	66.65	3.71	48.1
Medium-quality	Feces	fecal_MAG_658	223	707464	70	3652	0.43796	66.26	0.0	66.26
